Name,sub_title,tags,Category,url,files,UUiD,notes,time_stamp
Greek Bishop: De-Christianisation of Europe = End of European Civilisation - Russian Faith,"Metropolitan Seraphim of Piraeus of the Greek Orthodox Church believes that the de-Christianization of Europe will lead to the destruction of European civilization, reports the Greek resource “Vima Orthodoxias”.","War Against Christians,Religion,Culture,Russia,Orthodox Christianity,Europe,Dystopian,War Agasint Whites,Eugenics",Red Pills,https://russian-faith.com/news-opinion/greek-bishop-de-christianisation-europe-end-european-civilisation-n6511,Social media image from russian-faith.com on 2023-08-31 at 12.32.44 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/ctNs3R7uJkIj0Ci0FD-FwA/6R4hXRGbJko47bgdCbgVRkC3MRw-FLbK-mbv3GzOGdDzCbDlKGkjXpYHrd6s1Y4TD6Iv5g_PvyFBPWYcT-qMc0tnkroyj7N4Vr0W6XwKDNZJRlpUSG11mp2lkOGKDBy3JOAyTsxRDz7yvkc-T-IcmPpMauMdqCPyrIAEOsbxq8U/F51P5CMUJQpyuZL9v9V4HKzEeprnZ9Yg7z-CqPlnjek),rec6PcEV6PXyGO7AZ,,8/31/2023
A Cheap Imitation of World Orthodoxy Is Being Built Before Our Eyes - Russian Faith,"Recent events in Cyprus bear witness to a fact that is unfortunately no longer in doubt: Pan-Orthodox unity no longer exists. Moreover, the Orthodox world is facing a new and very dangerous schism. Its basis is the thirst for individual power, and its main tool is the willingness to ignore the canons, the truth, and the conscience in the process of achieving this goal.","War Against Christians,Religion,Culture,Russia,Orthodox Christianity",Red Pills,https://russian-faith.com/cheap-imitation-world-orthodoxy-being-built-our-eyes-n4135,Screenshot of russian-faith.com on 2023-08-31 at 12.31.44 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/RuhG9JoeziTO9wcCmAsOCw/paEQP4n-dMmJ5qvvziu5Fdk7j-YFGaVsh1bPyEFWu7hW_11lxMdrFAQeOVPk9lL25FJqzi2sZ2Cd1UjkTSITxqmRPC7-ImTf92mTpat-74HI4ZJyqHygA_MQviMS1HsMsMSPGT4dcmDv0fMgs9WuGFkTcc1VBz52T0pWblEPNqA/A4bOoC58lEcCSHigNjEcStag0DXyPoL6Wf9zpjEj5Y0),recotocxtEubbqABf,,8/31/2023
TRADITIONAL MARRIAGE WINS: Russia's Constitutional Rejection of Same Sex 'Marriage' Becomes Official Today - Russian Faith,"In an overwhelming win for the Church, millions of Orthodox Christians are coming to the polls, showing widespread support for the new Constitution and its traditional definition of marriage as a union between one man and one woman.","Orthodox Christianity,Russia,Religion,Culture,History,Marriage,Patriarchy,LGBTQP",Red Pills,https://russian-faith.com/news/traditional-marriage-wins-russias-constitutional-ban-same-sex-marriage-becomes-official,Social media image from russian-faith.com on 2023-08-31 at 12.30.53 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/HbdDD-VcNnRyRJf3Wn6OBw/Y3KfS8J9Aw-nJxU63Dw5_FpBqynngtAs9IpAMJTbJDFgORc-wClA8CX6l-svPp1x4Q1FSD3u-Eq97B_OZ-ju7R9B--OPtO3N3sKEX6FQeD4k7X5geXeTA8nlhwnrmUfNeP-uGxWDQkWwbRXSZCx9R1V9fcTvBjOujKCS3GuD0SY/XuBXMvaXo68l7vYuOGBcJvVnvr1KeUqpyBc9M6g7gw8),recsrGkJU0L0lqKpw,,8/31/2023
The Eros of Marriage - Russian Faith,"The sexual relationship of a couple is a union of deep spiritual significance and it is not a trivial entertainment we can freely share with others.  The Church reveals the secrets of a meaningful marriage, allowing even such a physical thing as sex to be approached from a spiritual perspective in the greater context of the purpose of marriage which is sacramental and salvific . .","Orthodox Christianity,Russia,Religion,Culture,History,Marriage,Patriarchy",Red Pills,https://russian-faith.com/family-values-explaining-orthodoxy/eros-marriage-n5106,Social media image from russian-faith.com on 2023-08-31 at 12.29.47 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/ozcuUqC3grc6ICYMKHbOrg/VNLAQAcNkLCwhdFsco7DooV3Tcex695PFepO9pxgft9VIWkWB212oaIAYwGT0e3VOIp7ai_X5YptUcTEglJnKFyO5JfWK8MFF1L98Ak35En4qsxdZ_vtKeX-jzIySQ6cbFfIL7PgHQxr1IG6u4329r8WSQWrSDiziHxcMWcGIl4/GU_noBomFZRryiWS22I9fWms4rwe2M2BgTuxhtSwhKA),recPWyiEG4uGMZ5cu,,8/31/2023
A Lutheran Pastor Explains - Russia Is a Beacon of Promise for a Christian Future - Russian Faith,"""I explained that Putin and the Russian Orthodox Church were jointly leading the country into a spiritual, moral, and political renaissance based on Christianity. I went on to say that Russia was the last and best bastion against the New World Order itself, deliberately targeted by globalist forces.""","Orthodox Christianity,Christianity,History,Russia,Decentralization,War Against Christians",Red Pills,https://russian-faith.com/trends/lutheran-pastor-explains-russia-beacon-promise-christian-future-n1601,Social media image from russian-faith.com on 2023-08-31 at 12.28.30 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/JHsq41MdF6wkIBsDVe6NQw/weRbEZj8dNdIOYTr0u87OPtRog15CehRCs4SeGcxoUNefwslLFYd25AqQK_5C4tVrGU3dGM4-SJITZOdcaHjAZB6GXq7eouC1qlGb9aDG0W00IGki9WVJxgdejIc9oQrSDx_W7mrTPjPJN5j9yetZFssmMlA6sLHm6S_Zr5RL_4/onM2zvG2VtSof64C0oGr9fI9kTr9gzz-AXL88GMR_xQ),recwLQuks2ImtFAVh,,8/31/2023
"Russian Outrage over Homosexual Ad, Retailer Responds with Apology & Retraction - Russian Faith","Russian high-end food retailer VKusVill recently published an advertisement in a series about its customers, featuring a lesbian family. The reaction from Russian society was swift.","Russia,Orthodox Christianity,LGBTQP,Culture,Religion",Red Pills,https://russian-faith.com/news-trends/russian-high-end-food-retailer-pulls-gay-ad-after-outrage-russian-society-n5499,Social media image from russian-faith.com on 2023-08-31 at 12.27.44 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/abzoAaqwwC78Ecz-CYhWEw/uvfrh6wG-3uJNYZHJqMA5Rwzucl_xJDPrHSudEb1C8uCVxxoZAtoMggXHl7TQrn7dMhno_qhiePfGsZS31zTvdRNJ72dlQZFz20__z-lRpV4EKNTOft_HHtAJOBEJ7wAcvAxPaP-vNzHpmgWqBboFD69sKkHa17g6dW3E-KlhqI/hBYFMR1ySMQnNCWGzMXbCFCjz08uOM64MYj7K_hhJ4g),recPpGOTWR11KFoZU,,8/31/2023
Bolsheviks Robbed Russia of What Would Have Been 'The Russian Century',"Without the fluke of history that was the Bolshevik ascension in Moscow and the subsequent butchery, horrors and blunders Russia today would have been a superpower of 400 million Slavs and perhaps another 100 non-Slavs and most likely the world's preeminent power","WW2,Bolsheviks,Communism,Jews,Marxism,Central Bank,Centralization,History,Economic Warfare,Genocide,War Against Christians,War Agasint Whites",Red Pills,https://russia-insider.com/en/bolsheviks-robbed-russia-what-would-have-been-russian-century/ri24416,Social media image from russia-insider.com on 2023-08-31 at 12.26.04 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/tWzNr3c-LEHcBzRpWPxfJA/rydpnBESRZ8K-4fnKX48wBrElzbb9RsWSeVGfCpY7EHdlX2N3yQRJC76FuW2ETNoqCQ3lU_qZ66RrXrmZAmyUGlWdZB8vQNWYE2iaK91j_2L4Ol3Yp4iXxG_BiwZ_eXLYQQI3VETLqpl86ugTNqJKfEzzjghw6aEioFlozClYS0/Kxys3T09IkfZ7FUEg7mT_sZ1z1cOTITkJGNhSh01xvE),reccT7ffPFTtx1J9f,,8/31/2023
This Super-Popular German Writer Predicted Russia Would Inherit The Earth (Spengler),"Oswald Spengler (Wikipedia) was a massive celebrity in pre-WW2 Europe and America, whose book, ""The Decline of the West"" was one of the most read ever at that time, selling millions of copies.","Russia,History,Philosophy,Culture",Red Pills,https://russia-insider.com/en/super-popular-pre-war-european-writer-predicted-russia-would-inherit-earth-spengler/ri16025,Social media image from russia-insider.com on 2023-08-31 at 12.25.16 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/PvpGM3fQvbBvw2ARA4yjVg/9GvCSbQf0OEXsYpdJj-oW3f12TZms8lKMhzoBEAkMVn8eP9oInDkqZzQgze8T43-UzUURfCvJKLl-rUwsojg-9WCBGN_9a9XV1-keXy5l_4yojYx_Ru6PvO_eBvX_S8cK6xTn8oOzyI0FMR20qqFd29Owla2jk6oWHmnT58DFKs/vv6HYQR-BUOypFpcPNfp7ab6sGiKC04sYzqoViK4i-I),recZtjVzNHZV78wer,,8/31/2023
"Was Hitler's Invasion of Russia Defensive, to Foil an Attack by Stalin?",""" ... from the moment (Stalin) signed his long-term peace agreement with Hitler in 1939 and divided Poland, he ramped up his total-war economy to an even higher notch. Embarking upon an unprecedented military buildup, he focused his production almost entirely upon purely offensive weapons systems ... By 1941, his production cycle was complete.""","Russia,WW2,History,NatSoc,Germany,Hitler",Red Pills,https://russia-insider.com/en/history/was-hitlers-invasion-russia-defensive-foil-attack-stalin/ri23681,Social media image from russia-insider.com on 2023-08-31 at 12.24.21 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/pmsfAeE29rtVbWO1JvBNKA/j8F6QHhR28GwmZkild7OoRWl7M5uX2VklOdJKh9Bux7oRwrDu3RI82NnplwTU3Ki-hC6fRdRFlC9C_e-aIOgzftfNMEF91hPIEhJ29T5-CEd5gFgIy3EpFtycQrPU7V7ZBaJH9Xliz5SMTOsQd5RYWF63GXDPOtlY_aOJ1FE4AE/ovsSh0vFy4J5OCyywVzQ2oMM6448ktzGYrkEWHfsm3s),recH7dOh54bFs4h0N,,8/31/2023
Another Great Video Destroying the Holohoax Myth - Share With People Who Are Still Duped,"The biggest lie ever is being debunked thanks to smart people asking obvious questions. The internet is full of very convincing articles and videos like this making it clear that the Holocaust never happened, it was an invention of wartime propaganda and Jewish elites in the post-war years.","Jews,Holohoax,Russia,False Flag,History,Satanism",Red Pills,https://russia-insider.com/en/another-great-video-destroying-holohoax-myth-share-people-who-are-still-duped/ri30855,Social media image from russia-insider.com on 2023-08-31 at 12.23.55 AM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/se-tPfQLUOmFFsMGTWQOIQ/_Mg1SYtS7C-AP6pkW0mf9-pqWYV7p1eiHaPhasebEDGws-xV5_s4FBibmwiHY0aZ3dlAgsUCWJ1KF3KTFiiSZRN02b6LeaQtcU_iyJa91-tnbn-UKetlClQpytNita1wjhWtPc16kmf0cxMzvd3hWtWYTvW8KfypUDjCnJzkiWM/Gn5qfqDYyiFa5hVAgetws-ouYEuw3YTKkEIRHVe4zGI),recdXjIjtqGVU75nn,,8/31/2023
Yet Another Six Million: The Fable of Pogroms against Jews in Tsarist Russia,"The official history says that from the late 19th century to the First World War, Jews in western Russian cities were targeted by the “Black Hundreds” and the government in “pogroms.” This is a buzzword designed to make attacking Jews different than attacking everyone else. These riots, the academic will piously tell us, “killed millions and millions.”","Jews,Holohoax,Russia,False Flag,History,Satanism",Red Pills,https://russia-insider.com/en/history/yet-another-six-million-fable-pogroms-against-jews-tsarist-russia/ri25143,Social media image from russia-insider.com on 2023-08-31 at 12.22.39 AM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/ZpUK7vkSqUrNVKEb2a_Pbg/NkOuc4dr8omDy4Fs069FEVwmRtxmQYTJ4KpjtfBjwiFvPOtho-gspe2NhjauJBP8htM0NAkV83q_bT4DU6kz91rWy7RD3q_kmjMD3UPFz2My5jweHpnMS1PjYfR77c9gLjmK3BacggvkrFoGO9WmbJ_B_s2rBUaovUX5gb6wJ-I/w8ry08qokCvoEUWSqvTxz-q7ERQwFcxaYBQ9QpP1w80),recNE6AJLCt5z33iC,,8/31/2023
Western Media and Elites Supported the Bolsheviks in the Russian Civil War - the Ugly Truth Emerges,"The author is a well-known academic historian of Russia and Ukraine, which he approaches from a Christian (Russian Orthodox) and nationalist perspective, arguing that nationalism and Christian Orthodoxy are inseparable. He also writes widely on current affairs. Rare for contemporary Western historians of Russia, he sources original materials in Russian, pulling back the veil on much misunderstanding, ranging from modern history back to Russia’s very beginnings in the Middle Ages.","Russia,History,Stalin,Churchill,WW2,Cold War,Russia Insider,Communism,Central Bank,Jews",Red Pills,https://russia-insider.com/en/history/western-media-and-elites-supported-bolsheviks-russian-civil-war-ugly-truth-emerges/ri25171,Social media image from russia-insider.com on 2023-08-30 at 11.07.50 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/StlkZQLyhkSpxR_Bxtnpbg/8nMBh_hTyfKS97lfzVA_rT2ssd-Pxo1zgc6zRyCAVp3p49pJM3MX4HwsNdkxPSFsFkW1P_-DMsZkTiaFpGCEO8jYAWM_qAmZJz-b4Bo8ZiW_7Fyoe6vI9fiGBVFkClIdX4V0m0jlOA_opgiPoeZKIikb8rPZSaTzQ_GQohFg0ps/KEkfZot8fINcuMmsmVmQpY0SyfVEV385MRyZe3E8BSo),rec2FYM8rjUJFstE9,,8/30/2023
"The Dishonesty, Hypocrisy, Hatred of Others, and Subterfuge in the Jewish Religion","The author is the founder and editor of The Unz Review, a leading conservative American political website. He is also a Silicon Valley entrepreneur, and a one-time candidate for the governor of California. He was once described as 'the smartest guy in his class' at Harvard (Class of 2004). His biography on Wikipedia is interesting.","Orthodox Jews,Jews,Satanism,Communism,Dystopian,Cultural Marxism,History,New World Order",Red Pills,https://russia-insider.com/en/politics/dishonesty-hypocrisy-hatred-others-and-subterfuge-jewish-religion/ri24157,Social media image from russia-insider.com on 2023-08-30 at 11.07.24 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/YyezwPQJENCF1y4ebJvfkQ/JM85wmzJte82Id0-Nad6i5SOcHmG98i784MFoVht69nZrphuZaztmJd05u3JQajW70lLbCH1rMlHr9tDxJQgruSUh8pBcL1GE7nuPrTzoGzaoiCy-wzFxOKQJmCOk9o0UQhKuoKt9mdD6HrBLbhdSF4kF1YgCp9QG6imy5Ej4aU/ba-fmAgoQABLvQYS3iKuJw6wV-yQ7MRyCPgPNemJotg),reczWNaUFumX6dV24,,8/30/2023
"New Book Destroys Myth of Unified Russian Resistance to Nazis - MANY Supported Germany, Hated Stalin","To put it briefly: Ethnic Russians were much less loyal to the Soviet regime in their encounters with the German occupiers than historians have believed up to now. This is the story told by UiO researcher Johannes Due Enstad, who has recently published a book about the German occupation of Northwest Russia during World War 2.","Russia,History,Stalin,WW2,Cold War,Russia Insider,Communism",Red Pills,https://russia-insider.com/en/history/new-book-destroys-myth-unified-russian-resistance-nazis-many-supported-germany-hated-stalin,Social media image from russia-insider.com on 2023-08-30 at 11.06.54 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/czuHEy3txrQMZoG7JjEu7Q/WCbk3_g6yC3nM6cLnexGv1N9LZE7vsUmuptTCU-t5-Yg6KnjzwvW8NTa1YC3dDKIyV-Ezk6-_VzyafWBPf9HzukOOts8mntFmZnKQ9QgCdcZ2ZDsRhU4ADEVAuUfwBh6yY0GvBAGsaOk_0548A02R-Az13sGG5BS5GGQo-IxA4s/l34FCenEaa7NV9O1B1XyNlovNh1s99TJqY0CfO6kNIM),recqGM5Dwr3zTwceG,,8/30/2023
"Russia's Brilliant Realist Art Academies Open to Americans in 2022 - Glazunov Academy (Photos, VIDEO)","A profile of this vital institution, and an interview with Rector Ivan Glazunov on how his Christian faith (Orthodox) guides his work, the spiritual gifts Russia can give the world in these historic times, and about the Academy and what it strives to achieve.","Russia,History,Orthodox Christianity,War,Strategy,Religion,Culture,Art",Red Pills,https://russia-insider.com/en/culture/russias-brilliant-realist-art-academies-open-americans-2022-glazunov-academy-photos-video,Social media image from russia-insider.com on 2023-08-30 at 11.06.18 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/M67FH87YwR_GyIUcbnyeEw/_sgRHrrxG48jFGf9rEcUWIe0_W_tzdnqa9uEj7kCE4q39uZeUARSWEOkBZ7XYodu1RU5xMlY5YSMUND_nT3u0sVekedFdsBOKyoq6q14-Z2ONGaMGAmiOxzwmDMJznfApZxzB_g5n04hk9k7k5OPbYREp4KGqnHzaCLlti5_TzA/RyroL4DUY-Fj-JOjgmdVJwJum708a5CVoQsK3D76X5Y),recj7omLSx4AdqW8i,,8/30/2023
The Lives of These Russian Christian Military Heroes Will Blow Your Mind - Russian Faith,"Welcome to the homeportal of the Russian Christian Military Heroes series, where we delve into the lives of Russia's most fearsome and pious heroes. Click on their names to learn more","Russia,History,Orthodox Christianity,War,Strategy,Religion,Culture,Art",Red Pills,https://russian-faith.com/saints/lives-these-russian-christian-military-heroes-will-blow-your-mind-n1078,Social media image from russian-faith.com on 2023-08-30 at 11.05.18 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/gbKfGoyQRvwKPvgO04jpQw/yy3lqYWwhLCTgjgHnzqCog0HHnkwxgmcq6m7n6yjfed-xR-lBtu_NpH16TqsV7SJB_sWRmAjznqQgQKL_oaJs2p8Xn7p_xftNjskO2Ki3p_mFa0iQrmK5hurrAbnbWFjPUbdK5Ara0Tsxn0zTqrRlg_TP05MdpVibwK0fOeDkNU/Ac_9xa9Ufj6ERqXptQhykJzTGDLEfX4joLViffDIOnQ),rec3aGqrjqLs0kVKR,,8/30/2023
Russian Popular Support for German Occupiers in WW2 Much Higher Than You Are Told,"The great American novelist Mark Twain is famous for his pearls of wisdom that include, “a lie will travel the world while the truth is still pulling its boots on.”  Thanks to the internet genuine historians continue to destroy the victors’ propaganda of World War II. As a result a more savvy generation can no longer be lied to about the West’s wars on the world. Everyone knows media lies about wars but only the foolish believe that WWII was an exception.","Russia,History,Stalin,Churchill,WW2,Cold War,Russia Insider",Red Pills,https://russia-insider.com/en/russian-popular-support-german-occupiers-ww2-much-higher-you-are-told/ri26477,Social media image from russia-insider.com on 2023-08-30 at 11.04.45 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/Qfd9xLExbKIsuyLa5YDB6A/jb4nfDa4ZhtsgCy5GXy8_P0sAmIZSPvdfLkTMASJM3xqxA54OlWnfmRGg5KLY0r5KwqCQzRL4As_DikN_Yfm5T08qwBOKkY_-41n9A7bWirJfEJ18-7ka0UTqJ-kh2MmfagFKscllcT9T_LFxcyts3Jiv7-iTIccVf6JJS8GiCw/9OlAzZw_T_QZYrCT6Kv7vXseiNOxGi93hCsoN2D95Tk),rec8TKUlpXzeqVkt8,,8/30/2023
'Orthodox Judaism Is a Religion of Lying and Deceit' - The Saker Interviews Michael Hoffman,"Note from RI Editor Charles Bausman. While researching my February 2018 article, It's Time to Drop the Jew Taboo, I also came across the works of Michael Hoffman, and read one of his books, 'Judaism's Strange Gods', and like the Saker, came to the conclusion that Hoffmann has performed a huge service with his academic work. This is an excellent and important interview. I hope it is released in audio format. Many thanks to the Saker for the huge amount of work involved in publishing a long interview like this.","Orthodox Jews,Jews,Satanism,Communism,Dystopian,Cultural Marxism,History,New World Order",Red Pills,https://russia-insider.com/en/orthodox-judaism-religion-lying-and-deceit-saker-interviews-michael-hoffman/ri23905,Social media image from russia-insider.com on 2023-08-30 at 11.03.09 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/eZr2FT9Leg55M0dsUT_9vA/WKjh2jKyK4Hh3-20QgEAYoWE2WVriJ_7WocDasqG6ueY07pLjBiykV7iBxWxVnhCUsDhDn-W6ElV2YITkU5Nop4Cj3uv6GFGC9HkO4Ix4AlAaLDnOLGZo4WJ6OsbZcbxCa0b3bU1UVgo_sw_Gx7jtU5V7RDLNjlfarxDUt7b7Ao/zzHRA8GoF2rh5IGk_L9vaFp5xQ5o85eADvWBQdsA0EM),recDMiPw57pB1mYM7,,8/30/2023
Russia's Special Military Operation in Ukraine: How It is Progressing,Ukraine War Map,"Ukraine,Russia,War,Sputnik News",Red Pills,https://sputnikglobe.com/20230830/russias-special-military-operation-in-ukraine-and-how-it-is-progressing-1105665248.html,Social media image from sputnikglobe.com on 2023-08-30 at 10.56.32 PM.png (https://v5.airtableusercontent.com/v1/20/20/1694750400000/QUf-fUkcrq0XYo18hl1ohw/k_ejYvrpuK7Q83VyRFte65xb_mO4hQ6YsuXmXvPnXO6BHITjypE2THJ1n8-y7K0CNpUse_3reu_GCjFf3m-XFVZChB-zJ6BIHFxN9b8k1hZKvRrCImwMEK4ocGtelXFVRhGt4TbpZ0jg6MgiUyy4zBKH_r6arikfw97RPCdAHPo/co41LdaFrg3xzHgIgaiyKgIVZ6cmzFq1fnnzBxh-424),recHbknkgfSE1G9lA,,8/30/2023
Hitler Attacked Russia Because He Thought a Soviet Assault Was Imminent,"As dawn was breaking on Sunday morning, June 22, 1941, military forces of Germany, Finland and Romania suddenly struck against the Soviet Union along a broad front stretching hundreds of miles from the Arctic Circle in the far north to the Black Sea in the south. Italy, Hungary, Slovakia, and Croatia quickly joined the campaign – the largest military offensive in history. Soldiers from those nations were soon joined by volunteers from other European countries, including France, Netherlands, Denmark, Norway, Spain, and Belgium.","Russia,History,Stalin,Churchill,WW2,Cold War,Russia Insider",Red Pills,https://russia-insider.com/en/history/hitler-attacked-russia-because-he-thought-soviet-assault-was-imminent/ri26630,Social media image from russia-insider.com on 2023-08-30 at 10.48.23 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/NHBKXcGjqRI7wSk_argwww/zY_QW2SsjIx4yfzDs88YvKrP8-7gl0cI3uUrKH_VKNWHdO7Th5Iuk6UjsmINcrUAvEa-z5damDe9Rs24Fh-PL9D21f5LqU8w-l2bqo-SZXlOpoITwwpVuSswX7w5aiaKdwI73jyuSEbwIztQ2vvKmLvsPbbXP04X-vB6djer3pg/PbgsMNvur35xMuu-kiG44s2AxvgNDu6rsrjqs8MTOgM),recipnHEM2w3EBltw,,8/30/2023
UKRAINE: Homosexual Movement Is Key to Understanding the War - Russian Faith,"It is certainly not the case that the entire conflict is heating up because of a pro-LGBT agenda, but it cannot be ignored either. . .","LGBTQP,Population Control,Jews,Cultural Marxism,Ukraine,Dystopian,New World Order,Russia Insider",Red Pills,https://russian-faith.com/opinion-trends-history/ukraine-homosexual-movement-key-understanding-war-n6559,Social media image from russian-faith.com on 2023-08-30 at 10.47.08 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/bMyclSkR41kISUO5zGZsRA/5_MnvO_jZJYJAVaVHXZOjVMUpFMGL4P8pTo4qlJVdEiNyMc-ZA5x6jhb9TiYTC99CqTZ8cGD5CIQs76HaedwO6-wnQQPee8akuEdWT8_kt3EnrcvwuaTeCt0nqVMEytt3uvKtncqyO1ea-jXDnh8QT0r75zcZeLueLESGPonn1k/V0ffp1vi6EGW67a9IQ6a2Z57RjfHp9bTSPz1Tf-CPSE),recqhO7ALT59yLjps,,8/30/2023
World War II: The Foundational Lie of Our Era,"Historian David Irving has dedicated his life to uncovering the truth of WWII and bringing it to the public. Early in his career, he was renowned for his works on Hitler and Churchill. But ever since he questioned the conventional story of the Holocaust, he has been persona non grata. It's time to set the story straight.","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History",Red Pills,https://russia-insider.com/en/history/world-war-ii-foundational-lie-our-era/ri27041,Social media image from russia-insider.com on 2023-08-30 at 10.46.38 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/Pw8Y_c9MderRbPI7auhRmA/uzm66CL9OwUPMSu8cTFNjcvjEJLLsrA9KRsYgCNRtTCOlWomHafAPfMmH1_dg02tr4pRqDeqi1jDck0tLmGQlD9olm1eSBwQXDYlqizFZ0Ie7piPzfS2fc2ko2SgaTCZgybxCu94nV1DpeMt20aRKDRFnE0PAZWw42OHvFav0XA/F3vs5KIaNafZ-2zAKdqyFpB_ttYQOmkt2upFDc7N14k),recIqvvRlk7iCR8Sr,,8/30/2023
"Churchill Had Stalin Killed, US Bombed Russian Far East in 50s - Top Russian Official (Video - Mikhail Poltoranin)","What if everything you think you know about Joseph Stalin isn’t true?  Similarly, what if the icon you perceive Winston Churchill to have been – is a mere illusion of history?  Anomalies in the way history is written is nothing new; the more or less objective truth is published many years later.","Russia,History,Stalin,Churchill,WW2,Cold War,Russia Insider",Red Pills,https://russia-insider.com/en/history/churchill-had-stalin-killed-us-bombed-russian-far-east-50s-top-russian-official-video,Social media image from russia-insider.com on 2023-08-30 at 10.45.47 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/J1_XkMC5Hb09IHodGoYTFQ/beyQxL7xmSoAQcZ6foOl6GT8-SF1NKpHWvviTs_oqpu73YkjdpX_ms573WAiURebCrki0helVo_QUxwRQzmU3Lv8bSJ0Cdhqg2chj06jwxlDFlExBU6zZl9dqnaxUoiuuJNZzZJD1tP0RXG2EEsGEYhUzkI_Njyf9qIqPjKBGPI/u04LI368Tx5C9o5KAelCaC7C6nl59LtmKxQ8AB2_G9g),reckY47HdY8hZd94o,,8/30/2023
Your Schoolbooks Lied to You: What Happened After the Bolshevik Revolution,"""Russia, overwhelmingly populated by Russians, had been governed for centuries by a Russian ruling elite. Then, heavily Jewish revolutionaries, drawn from a group amounting to just 4% of the population had taken advantage of military defeat and unsettled political conditions to seize control of the country, butchering those previous elites or forcing them to desperately flee abroad as penniless refugees.""","Bolsheviks,Marxism,Communism,Jews,History,Russia,Orthodox Christianity,Russia Insider",Red Pills,https://russia-insider.com/en/history/your-schoolbooks-lied-you-what-happened-after-bolshevik-revolution/ri24303,Social media image from russia-insider.com on 2023-08-30 at 10.44.12 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/nrB8cEw5iOxfZccpGpUteA/3I4Ea6sfX0jQBO9sIOA92DVi_0oJRwtc79XKO5laUnm3LGhehtc5dNz0IrtfHNhaDIbGRei_Fsjp8Of24_k0CxFjQQ705tVQyyNduWq6XS8iD02lSEI0eGiQpHtQTM37N73KCiVAdmjBesg8GeBK3nxqZCGDurqeGx4hzTfIFZk/7U64KnrUH_58EaZBHxoYzqX05fQk0P8E10YqpuTfcMc),rec09Rz4yMOzx1YGB,,8/30/2023
The Nazi Economy - Hitler's Economic Miracle,"After the First World War Germany was in a bad way. So were England and France. The terms of the Versailles Treaty made matter worse for the Germans; they were grossly oppressive. Then, in 1933 Adolf Hitler took over and things got better. It was an…","Nationalism,NatSoc,Germany,Economic Warfare,Economics,Monetary System,Central Bank,Decentralization,WW2,History",Red Pills,https://www.bitchute.com/video/BOiEWFTxXjm4/,Social media image from www.bitchute.com on 2023-08-30 at 10.41.27 PM.jpeg (https://v5.airtableusercontent.com/v1/20/20/1694750400000/jcWFPqU_aybUAhjSQVPKQw/1WxtDokjxMlS2tP598N40dd8rM3lkgkMCWTHRYjwktRSQEWXnK3TMC-F3G3Gneclg-RGFIjCSQElcvp2QmTV30bAfmkOJO9xm3DEI5AFN-A5U7RM44BXKVjY7j0tMemYRuOd1xXOjJNNomQVbETUkZOxNwGsjTT599vguGENUOo/pM12Vx2Im8CBPtuN4Ss-UvnIQDnEX3zuCECxnbH06Tw),recGNaNtAy6H5hTGG,,8/30/2023
